,title,location,highest_speaker_count,country,city,specific_location,date,stanza,textblob,vader,subjectivity,Topic,geo_location,point,latitude,longitude,Coordinates,geometry,weighted
73,Naval_Academy_Commencement,"Annapolis, Maryland",0,United States of America,Annapolis,no_specific_location,2013-05-24,0.007,0.158,1.0,0.461,Topic 9,"Annapolis, Naval Academy, Anne Arundel County, Maryland, United States","(38.9786401, -76.492786, 0.0)",38.9786401,-76.492786,"(-76.492786, 38.9786401)",POINT (-76.492786 38.9786401),0.461
74,Armed_Forces_Farewell,"Joint Base Myer-Henderson, Fort Myer, Virginia",0,United States of America,Denver,University of Denver Magness Arena,2017-01-04,0.159,0.193,1.0,0.442,Topic 9,"Joint Base Myer-Henderson Hall, 204, Lee Avenue, Courthouse, Arlington, Arlington County, Virginia, 22211, United States","(38.877461, -77.08082799848256, 0.0)",38.877461,-77.08082799848256,"(-77.08082799848256, 38.877461)",POINT (-77.08082799848256 38.877461),0.442
75,US_Govt_Shutdown_Statement,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2013-10-02,-0.349,0.119,0.999,0.401,Topic 5,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.40059900000000004
76,Energy_Security_AAFB,"Camp Springs, Maryland",0,United States of America,Camp Springs,no_specific_location,2010-03-31,-0.011,0.085,1.0,0.416,Topic 6,"Camp Springs, Prince George's County, Maryland, United States","(38.8020807, -76.92419076299771, 0.0)",38.8020807,-76.92419076299771,"(-76.92419076299771, 38.8020807)",POINT (-76.92419076299771 38.8020807),0.416
77,Candidate_Exploratory_Announcement,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2007-01-16,-0.231,0.151,0.98,0.509,Topic 23,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.49882
78,ASU_Commencement,"Sun Devil Stadium, Tempe, Arizona",0,United States of America,Tempe,Sun Devil Stadium,2009-05-14,-0.104,0.162,1.0,0.49,Topic 15,"Sun Devil Stadium, 500, East Veterans Way, Tempe, Maricopa County, Arizona, 85287, United States","(33.42655155, -111.93327690688318, 0.0)",33.42655155,-111.93327690688318,"(-111.93327690688318, 33.42655155)",POINT (-111.9332769068832 33.42655155),0.49
79,Nobel_Lecture,"Oslo City Hall, Oslo, Norway",0,Norway,Oslo,Oslo City Hall,2009-12-10,-0.152,0.075,0.992,0.463,Topic 8,,,,,"(nan, nan)",POINT (nan nan),0.45929600000000004
80,Illinois_General_Assembly,"Illinois State Capitol, Springfield, Illinois",0,United States of America,Springfield,Illinois State Capitol,2016-02-10,-0.18,0.128,1.0,0.491,Topic 23,"Illinois State Capitol, 401, South 2nd Street, Vinegar Hill, Springfield, Sangamon County, Illinois, 62701, United States","(39.79842575, -89.65491801985712, 0.0)",39.79842575,-89.65491801985712,"(-89.65491801985712, 39.79842575)",POINT (-89.65491801985712 39.79842575),0.491
81,Booker_T_Washington,"Memphis, Tennessee",1,United States of America,Memphis,no_specific_location,2011-05-16,-0.02,0.151,1.0,0.528,Topic 15,"Memphis, Shelby County, West Tennessee, Tennessee, 38112, United States","(35.1335022, -89.9668758, 0.0)",35.1335022,-89.9668758,"(-89.9668758, 35.1335022)",POINT (-89.9668758 35.1335022),0.528
82,Middle_Class_Economy,"Hyde Park Career Academy, Chicago, Illinois",2,United States of America,Chicago,Hyde Park Career Academy,2013-02-15,-0.097,0.206,1.0,0.512,Topic 15,,,,,"(nan, nan)",POINT (nan nan),0.512
83,Congressional_Black_Caucus,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2015-09-19,-0.097,0.189,1.0,0.476,Topic 1,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.476
84,Notre_Dame_Commencement,unknown_location,3,Germany,Thuringia,Buchenwald Concentration Camp,2009-05-18,0.055,0.144,1.0,0.486,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.486
85,Benghazi_Remains_Transfer,James S. Brady Press Briefing Room,0,United States of America,Washington D.C.,White House,2012-10-29,-0.02,0.114,0.999,0.483,Topic 14,,,,,"(nan, nan)",POINT (nan nan),0.482517
86,Auschwitz_and_Birkenau_Liberation_65th,unknown_location,0,United States of America,Washington D.C.,White House,2010-01-27,-0.04,0.1,0.99,0.477,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.47223
87,Iran_Nuclear_Agreement,"Rose Garden, Washington D.C.",1,United States of America,Washington D.C.,Rose Garden,2015-04-02,-0.18,0.117,1.0,0.425,Topic 3,"Rose Garden, West Executive Avenue Northwest, Washington, District of Columbia, 20503, United States","(38.897419299999996, -77.03711315487126, 0.0)",38.8974193,-77.03711315487126,"(-77.03711315487126, 38.8974193)",POINT (-77.03711315487126 38.8974193),0.425
88,Disabled_Veterans_Conference,unknown_location,0,United States of America,Fairfax County,George Mason University,2010-08-02,-0.023,0.19,1.0,0.461,Topic 24,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.461
89,GW_Fiscal_Policy,unknown_location,0,Czech Republic,Prague,no_specific_location,2011-04-13,-0.252,0.133,1.0,0.436,Topic 2,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.436
90,Oval_Office_BP,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2010-06-15,-0.255,0.121,1.0,0.485,Topic 6,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.485
91,Energy_Security_Georgetown,"Georgetown University, Washington D.C.",0,United States of America,Washington D.C.,Georgetown University,2011-03-30,-0.106,0.145,1.0,0.432,Topic 6,"Georgetown University, 3700, O Street Northwest, Peter Square, Georgetown, Washington, District of Columbia, 20057, United States","(38.90893925, -77.07457962060826, 0.0)",38.90893925,-77.07457962060826,"(-77.07457962060826, 38.90893925)",POINT (-77.07457962060826 38.90893925),0.432
92,Senate_Floor_Speech_on_Voting_Rights_Act_Renewal,unknown_location,0,United States of America,Washington D.C.,Senate,2006-07-20,-0.02,0.147,0.999,0.469,Topic 1,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.468531
93,Brandenburg_Gate_Speech,"Pariser Platz, Berlin, Germany",1,Germany,Berlin,Pariser Platz,2013-06-19,-0.029,0.183,1.0,0.473,Topic 8,"Pariser Platz, Mitte, Berlin, 10117, Deutschland","(52.516338950000005, 13.378687202182196, 0.0)",52.516338950000005,13.378687202182196,"(13.378687202182196, 52.516338950000005)",POINT (13.3786872021822 52.51633895000001),0.473
94,Righteous_Among_Nations_Ceremony,"Israel Embassy, Washington D.C.",0,United States of America,Washington D.C.,Israel Embassy,2016-01-27,0.008,0.141,1.0,0.506,Topic 12,"Embassy of Israel, 3514, International Drive Northwest, Van Ness, Washington, District of Columbia, 20008, United States","(38.9427494, -77.06842872907194, 0.0)",38.9427494,-77.06842872907194,"(-77.06842872907194, 38.9427494)",POINT (-77.06842872907194 38.9427494),0.506
95,IRS_Misconduct,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2013-05-15,-0.16,0.268,0.999,0.562,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.5614380000000001
96,Merrick_Garland_USSC_Nomination,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2016-03-16,-0.016,0.135,1.0,0.512,Topic 11,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.512
97,Iran_Nuclear_Accord,unknown_location,0,United States of America,Washington D.C.,White House,2015-07-14,-0.265,0.159,0.999,0.464,Topic 3,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.463536
98,Cyber_Infrastructure_US,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2009-05-29,-0.109,0.089,1.0,0.368,Topic 25,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.368
99,Afghanistan_US_Troops_Bagram,"Clamshell, Bagram Air Field",1,Afghanistan,Bagram,Bagram Air Field,2010-03-28,0.062,0.185,1.0,0.5,Topic 9,,,,,"(nan, nan)",POINT (nan nan),0.5
100,National_Security_National_Archives,"National Archives, Washington D.C.",0,United States of America,Washington D.C.,National Archives,2009-05-21,-0.22,0.097,0.183,0.431,Topic 10,"U.S. National Archives, 700, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20004, United States","(38.8927368, -77.02292005112255, 0.0)",38.8927368,-77.02292005112255,"(-77.02292005112255, 38.8927368)",POINT (-77.02292005112255 38.8927368),0.078873
101,Nurses_Association,unknown_location,0,United States of America,Ann Arbor,Michigan University,2010-06-16,-0.096,0.137,1.0,0.513,Topic 5,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.513
102,Veterans_Day_Address_2013,"Arlington National Cemetery, Arlington, Virginia",0,United States of America,Arlington,Arlington National Cemetery,2013-11-11,0.086,0.225,1.0,0.486,Topic 24,"Arlington National Cemetery, Radnor Heights, Arlington, Arlington County, Virginia, 22211, United States","(38.8785384, -77.06911170120969, 0.0)",38.8785384,-77.06911170120969,"(-77.06911170120969, 38.8785384)",POINT (-77.06911170120969 38.8785384),0.486
103,911_Pentagon_Memorial_2010,unknown_location,0,United States of America,Washington D.C.,Senate,2010-09-11,-0.059,0.155,0.998,0.522,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.520956
104,Gun_Violence_Reduction_Steps,"White House, Washington D.C.",3,United States of America,Washington D.C.,White House,2015-01-05,-0.125,0.131,-0.997,0.486,Topic 7,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),-0.484542
105,US_Detainees_Released,unknown_location,0,United States of America,Washington D.C.,White House,2016-01-17,-0.047,0.161,1.0,0.491,Topic 3,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.491
106,Pope_Francis_White_House_Welcome,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-09-23,0.143,0.218,1.0,0.514,Topic 21,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.514
107,Hostage_Policy_Review,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-06-24,-0.096,0.152,1.0,0.452,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.452
108,Graduation_Initiative,"Macomb Community College, Warren, Michigan",0,United States of America,Warren,Macomb Community College,2009-07-14,-0.123,0.122,1.0,0.474,Topic 15,"Macomb Community College, 14500, East 12 Mile Road, Warren, Macomb County, Michigan, 48088, United States","(42.50541065, -82.9730483155511, 0.0)",42.50541065,-82.9730483155511,"(-82.9730483155511, 42.50541065)",POINT (-82.9730483155511 42.50541065),0.474
109,State_of_the_Union_2010,Washington D.C.,1,United States of America,Washington D.C.,no_specific_location,2010-01-27,-0.209,0.079,1.0,0.431,Topic 2,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.431
110,Clean_Power_Plan,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-08-03,-0.189,0.114,0.999,0.453,Topic 6,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.45254700000000003
111,American_Medical_Association,"Hyatt Regency, Chicago, Illinois",0,United States of America,Chicago,Hyatt Regency,2009-06-15,-0.293,0.135,1.0,0.426,Topic 5,"Hyatt Regency Chicago, 151, East Upper Wacker Drive, New East Side, Loop, Chicago, Cook County, Illinois, 60601, United States","(41.8874488, -87.6228422065339, 0.0)",41.8874488,-87.6228422065339,"(-87.6228422065339, 41.8874488)",POINT (-87.6228422065339 41.8874488),0.426
112,Hurricane_Sandy_Red_Cross,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2012-10-30,-0.051,0.168,0.999,0.501,Topic 20,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.500499
113,Hostage_Drone_Death,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-04-23,-0.04,0.066,0.998,0.505,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.50399
114,United_Nations_Security_Council_2014,"New York, New York",0,United States of America,New York,no_specific_location,2014-09-24,-0.055,0.096,-0.999,0.423,Topic 4,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),-0.422577
115,Boston_Marathon_Bombing_Second_Statement,unknown_location,0,United States of America,Washington D.C.,White House,2013-04-16,-0.093,0.205,0.991,0.514,Topic 10,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.509374
116,Martin_Dempsey_Retirement,"Joint Base Myer-Henderson Hall, Virginia",0,United States of America,Washington D.C.,Washington Hilton Hotel,2015-09-25,0.049,0.186,1.0,0.447,Topic 9,"Joint Base Myer-Henderson Hall, 204, Lee Avenue, Courthouse, Arlington, Arlington County, Virginia, 22211, United States","(38.877461, -77.08082799848256, 0.0)",38.877461,-77.08082799848256,"(-77.08082799848256, 38.877461)",POINT (-77.08082799848256 38.877461),0.447
117,UN_Ebola_Meeting,"New York, New York",0,United States of America,New York,no_specific_location,2014-09-25,-0.101,0.144,0.989,0.474,Topic 20,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),0.468786
118,Egypt_History_Revolution,unknown_location,0,United States of America,Washington D.C.,White House,2011-02-11,-0.07,0.15,1.0,0.461,Topic 8,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.461
119,West_Fertilizer_Tragedy_Memorial,"University of Baylor, Waco, Texas",0,United States of America,Waco,University of Baylor,2013-04-25,-0.052,0.178,1.0,0.462,Topic 21,,,,,"(nan, nan)",POINT (nan nan),0.462
120,Dorothy_Height_Eulogy,"Washington National Cathedral, Washington D.C.",0,United States of America,Washington D.C.,Washington National Cathedral,2010-04-29,0.035,0.238,1.0,0.538,Topic 21,"Washington National Cathedral, 3101, Wisconsin Avenue Northwest, Washington, District of Columbia, 20007, United States","(38.93065095, -77.07059515120122, 0.0)",38.93065095,-77.07059515120122,"(-77.07059515120122, 38.93065095)",POINT (-77.07059515120122 38.93065095),0.538
121,Rio_de_Janeiro,"Teatro Municipal, Rio de Janeiro",2,Brazil,Rio de Janeiro,Teatro Municipal,2011-03-20,0.072,0.209,1.0,0.438,Topic 8,"Teatro Municipal Laércio Rangel Ventura, Praça do Suspiro, Nova Friburgo, Região Geográfica Imediata de Nova Friburgo, Região Geográfica Intermediária de Petrópolis, Rio de Janeiro, Região Sudeste, 28625-490, Brasil","(-22.279632399999997, -42.536578235953726, 0.0)",-22.2796324,-42.536578235953726,"(-42.536578235953726, -22.2796324)",POINT (-42.53657823595373 -22.2796324),0.438
122,Dignity_and_Courage_of_Iranians,unknown_location,0,United States of America,Washington D.C.,White House,2009-06-23,-0.31,0.088,0.241,0.51,Topic 3,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.12290999999999999
123,Bagram_Air_Base_December_2010,"Parwan Province, Afghanistan",0,Afghanistan,Bagram,Bagram Air Field,2010-12-03,0.0,0.142,1.0,0.464,Topic 9,"ولایت پروان, افغانستان","(34.9797014, 68.9146703, 0.0)",34.9797014,68.9146703,"(68.9146703, 34.9797014)",POINT (68.9146703 34.9797014),0.464
124,Korean_War_Armistice_60,"Korean War Memorial, Seoul, South Korea",0,South Korea,Seoul,Korean War Memorial,2013-07-27,-0.046,0.126,0.999,0.468,Topic 24,,,,,"(nan, nan)",POINT (nan nan),0.467532
125,Berlin_Address,Victory Column,0,Germany,Berlin,Victory Column,2008-07-24,-0.089,0.112,1.0,0.457,Topic 8,"Siegessäule, Großer Stern, Botschaftsviertel, Tiergarten, Mitte, Berlin, 10785, Deutschland","(52.51450815, 13.350110811262352, 0.0)",52.51450815,13.350110811262352,"(13.350110811262352, 52.51450815)",POINT (13.35011081126235 52.51450815),0.457
126,Nomination_Victory,"St. Paul, Minnesota",0,United States of America,St. Paul,no_specific_location,2008-06-03,0.009,0.167,1.0,0.445,Topic 23,"Saint Paul, Ramsey County, Minnesota, 55101, United States","(44.9497487, -93.0931028, 0.0)",44.9497487,-93.0931028,"(-93.0931028, 44.9497487)",POINT (-93.0931028 44.9497487),0.445
127,American_Israel_Public_Affairs_Committee,"Walter E. Washington Convention Center, Washington D.C.",0,United States of America,Washington D.C.,Walter E. Washington Convention Center,2011-05-22,-0.049,0.139,1.0,0.445,Topic 12,"Walter E. Washington Convention Center, L Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States","(38.90503335, -77.02295618530775, 0.0)",38.90503335,-77.02295618530775,"(-77.02295618530775, 38.90503335)",POINT (-77.02295618530775 38.90503335),0.445
128,Osama_bin_Laden_Death,unknown_location,0,United States of America,Washington D.C.,White House,2011-05-01,-0.162,0.12,0.994,0.437,Topic 10,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.434378
129,Knox_College_Commencement,unknown_location,0,United States of America,Kalamazoo,Kalamazoo Central High School,2005-06-04,-0.204,0.143,1.0,0.455,Topic 15,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.455
130,White_House_Correspondents_Dinner_First,"Washington Hilton Hotel, D.C.",0,United States of America,Wilmington,St. Anthony of Padua Church,2009-05-09,-0.008,0.192,1.0,0.439,Topic 23,"Washington Hilton, 1919, Connecticut Avenue Northwest, Washington, District of Columbia, 20015, United States","(38.9165229, -77.0452084, 0.0)",38.9165229,-77.0452084,"(-77.0452084, 38.9165229)",POINT (-77.04520840000001 38.9165229),0.439
131,Post_Election_Economy,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2012-11-09,-0.214,0.115,0.995,0.409,Topic 2,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.40695499999999996
132,Ebola_Response_Update,"White House, Washington D.C.",1,United States of America,Washington D.C.,White House,2014-10-28,-0.039,0.265,1.0,0.549,Topic 20,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.549
133,Ebenezer_Baptist,"Ebenezer Baptist Church, Atlanta",0,United States of America,Atlanta,Ebenezer Baptist Church,2008-01-20,-0.258,0.088,1.0,0.517,Topic 1,"Ebenezer Baptist Church, Jackson Street Northeast, Sweet Auburn, Old Fourth Ward, Atlanta, Fulton County, Georgia, 30312, United States","(33.7551362, -84.3742076, 0.0)",33.7551362,-84.3742076,"(-84.3742076, 33.7551362)",POINT (-84.37420760000001 33.7551362),0.517
134,Grande_Isle_Briefing,"Grande Isle, Louisiana",0,United States of America,Grande Isle,no_specific_location,2010-05-28,-0.175,0.173,0.994,0.477,Topic 6,"Grand Isle, Jefferson Parish, Louisiana, 70358, United States","(29.2366172, -89.9872942, 0.0)",29.2366172,-89.9872942,"(-89.9872942, 29.2366172)",POINT (-89.98729419999999 29.2366172),0.474138
135,National_Chamber_of_Commerce,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2011-02-07,-0.115,0.152,1.0,0.444,Topic 2,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.444
136,White_House_Correspondents_Dinner_2016,"Capital Hilton, Washington D.C.",2,United States of America,Washington D.C.,Capital Hilton,2016-04-30,-0.031,0.156,1.0,0.502,Topic 23,"Capital Hilton, 1001, 16th Street Northwest, Golden Triangle, Washington, District of Columbia, 20012, United States","(38.9031219, -77.0359328, 0.0)",38.9031219,-77.0359328,"(-77.0359328, 38.9031219)",POINT (-77.0359328 38.9031219),0.502
137,United_Nations_GA_2016,"New York, New York",0,United States of America,New York,no_specific_location,2016-09-20,-0.191,0.13,1.0,0.45,Topic 8,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),0.45
138,Aging_Conference_White_House,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-07-13,-0.115,0.196,1.0,0.491,Topic 5,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.491
139,African_Union_Address,"African Union Headquarters, Addis Ababa, Ethiopia",0,Ethiopia,Addis Ababa,African Union Headquarters,2015-07-28,0.02,0.199,1.0,0.433,Topic 20,"African Union headquarters, Roosevelt Street, መቻሬ ሜዳ አካባቢ, Kirkos, አዲስ አበባ / Addis Ababa, 7777, ኢትዮጵያ","(9.0009975, 38.74212826980348, 0.0)",9.0009975,38.74212826980348,"(38.74212826980348, 9.0009975)",POINT (38.74212826980348 9.0009975),0.433
140,911_Pentagon_Memorial_2009,"Arlington, Virginia",0,United States of America,Arlington,no_specific_location,2009-09-11,0.024,0.122,0.998,0.496,Topic 21,"Arlington, Arlington County, Virginia, 22209, United States","(38.8903961, -77.0841585, 0.0)",38.8903961,-77.0841585,"(-77.0841585, 38.8903961)",POINT (-77.0841585 38.8903961),0.495008
141,Address_on_Libya,unknown_location,0,United States of America,Washington D.C.,White House,2011-03-18,-0.356,0.11,0.995,0.374,Topic 14,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.37213
142,Gun_Violence_Denver,"Denver Police Academy, Denver. Colorado",0,United States of America,Denver,Denver Police Academy,2013-04-03,-0.203,0.128,-0.998,0.493,Topic 7,"Denver Police Academy, East 23rd Avenue, Denver, Colorado, 89238, United States","(39.749337499999996, -104.88460913352296, 0.0)",39.7493375,-104.88460913352296,"(-104.88460913352296, 39.7493375)",POINT (-104.884609133523 39.7493375),-0.492014
143,Queensland_University,"Brisbane, Australia",0,Australia,Brisbane,no_specific_location,2014-11-15,0.063,0.173,1.0,0.441,Topic 16,"Brisbane City, Queensland, Australia","(-27.4689682, 153.0234991, 0.0)",-27.4689682,153.0234991,"(153.0234991, -27.4689682)",POINT (153.0234991 -27.4689682),0.441
144,US_Intelligence_Program_Review_Outcome,"Department of Justice, Washington D.C.",0,United States of America,Washington D.C.,Department of Justice,2014-01-17,-0.158,0.103,1.0,0.441,Topic 10,,,,,"(nan, nan)",POINT (nan nan),0.441
145,MLK_Memorial_Dedication,"The National Mall, Washington D.C.",0,United States of America,Washington D.C.,The National Mall,2011-10-16,-0.178,0.137,1.0,0.505,Topic 1,,,,,"(nan, nan)",POINT (nan nan),0.505
